,row,col,y1995,x,y,model,diff
142,148,39,408.17,39500.0,71500.0,410.3660888671875,2.196088867187484
143,148,45,408.09,45500.0,71500.0,410.4252014160156,2.33520141601565
144,149,32,404.47,32500.0,70500.0,407.43060302734375,2.9606030273437227
145,150,18,398.7,18500.0,69500.0,400.0457458496094,1.3457458496093864
146,150,23,399.29,23500.0,69500.0,402.3460998535156,3.0560998535156045
147,150,47,409.55,47500.0,69500.0,416.91839599609375,7.368395996093739
148,152,13,392.19,13500.0,67500.0,397.8760986328125,5.686098632812502
149,152,16,393.6,16500.0,67500.0,400.8282775878906,7.228277587890602
150,153,44,408.5,44500.0,66500.0,411.7660217285156,3.266021728515625
151,154,10,390.43,10500.0,65500.0,395.7535095214844,5.323509521484368
152,154,12,392.29,12500.0,65500.0,398.5129699707031,6.2229699707031045
153,154,17,398.6,17500.0,65500.0,403.04443359375,4.444433593749977
154,156,11,393.21,11500.0,63500.0,399.1285400390625,5.9185400390625205
155,158,10,394.98,10500.0,61500.0,399.1678161621094,4.187816162109357
156,159,9,393.18,9500.0,60500.0,398.5279235839844,5.347923583984368
157,160,21,397.89,21500.0,59500.0,406.9759521484375,9.085952148437514
158,160,38,403.76,38500.0,59500.0,413.9925231933594,10.232523193359384
159,161,6,387.57,6500.0,58500.0,396.1571960449219,8.587196044921882
160,161,9,392.22,9500.0,58500.0,399.0851135253906,6.865113525390598
161,161,14,395.91,14500.0,58500.0,403.7215881347656,7.8115881347656
162,163,4,388.1,4500.0,56500.0,395.4490966796875,7.349096679687477
163,163,8,391.05,8500.0,56500.0,398.5464172363281,7.496417236328114
164,163,9,394.01,9500.0,56500.0,394.09906005859375,0.0890600585937591
165,163,31,400.98,31500.0,56500.0,411.977294921875,10.997294921874982
166,166,2,389.5,2500.0,53500.0,396.6964111328125,7.1964111328125
167,167,0,388.68,500.0,52500.0,397.2044982910156,8.524498291015618
168,167,23,397.72,23500.0,52500.0,402.01885986328125,4.298859863281223
169,168,6,396.2,6500.0,51500.0,401.2835998535156,5.083599853515636
170,168,24,398.43,24500.0,51500.0,410.4833068847656,12.053306884765618
171,171,0,399.36,500.0,48500.0,399.039794921875,-0.32020507812501364
172,176,2,386.86,2500.0,43500.0,398.1860046386719,11.326004638671861
173,186,2,393.15,2500.0,33500.0,404.35498046875,11.204980468750023
